0,1,2,3,4,5,6,7,8,9,label
0.0,-0.002497041219710379,0.0,0.0,0.0,0.0,1.3125953716887988,1.3177448749903344,0.0,0.0,0
-11.0,8.699907310357316,9.333333333333334,9.5,12.095238095238095,12.357142857142858,-0.03314695989182949,-0.027978864111761943,12.0,0.0,0
0.0,-0.002498506199857018,0.0,0.0,0.0,0.0,1.40955186975223,1.4146983332548353,0.0,0.0,0
0.0,-0.002489140791062421,0.0,0.0,0.0,0.0,0.9545980814439361,0.9597588087459417,0.0,0.0,0
0.0,-0.002497913231702429,0.0,0.0,0.0,0.0,1.3686723938822318,1.3738201390460925,0.0,0.0,0
-11.0,85.05864034739146,9.0,13.5,11.666666666666666,17.5,-0.03324074357691457,-0.028051804691020334,12.0,0.0,0
0.0,0.43698908490381383,0.6666666666666666,-0.5,0.6666666666666666,-0.5,-0.03315302657693189,-0.027961331110633238,0.0,0.0,0
-11.0,1.6665906795416796,2.0,3.0,2.6666666666666665,4.0,-0.03309495736649248,-0.027938418971250135,12.0,0.0,0
0.0,19.486492211598733,0.3333333333333333,0.5,0.3333333333333333,0.5,-0.03325015003616217,-0.02805845152482998,0.0,0.0,0
0.0,-0.002495646000523103,0.0,0.0,0.0,0.0,1.2316420764922644,1.2367941178572102,0.0,0.0,0
-11.0,21.06999823382691,1.6666666666666667,1.5,2.238095238095238,2.0714285714285716,-0.03324421025957214,-0.028054500915218807,12.0,0.0,0
-11.0,0.7552941635661843,3.6666666666666665,5.0,4.809523809523809,6.571428571428571,-0.03268070917746627,-0.02761623603679941,12.0,0.0,0
0.0,-0.002471735431701131,0.0,0.0,0.0,0.0,0.5895941792178239,0.5947663501929572,0.0,0.0,0
0.0,-0.0024900302432943116,0.0,0.0,0.0,0.0,0.9850946997019712,0.9902544708680868,0.0,0.0,0
0.0,63.45662083040272,1.3333333333333333,2.0,1.3333333333333333,2.0,-0.033250849237604546,-0.028059150704350853,0.0,0.0,0
0.0,0.0014897627274553925,0.0,0.0,0.0,0.0,-0.025933929697266767,-0.02074246056549348,0.0,0.0,0
0.0,-0.002501209437032372,0.0,0.0,0.0,0.0,1.6307534323233492,1.6358929606716675,0.0,0.0,0
0.0,0.03124398039221739,0.0,0.0,0.0,0.0,-0.032384160679401135,-0.027192489318735205,0.0,0.0,0
-11.0,0.6830400695963234,2.3333333333333335,3.0,3.0952380952380953,4.0,-0.032840475079115077,-0.027740494508850615,12.0,0.0,0
