feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
0.04293495801672616,-1.86185592185518,-0.10337717946389517,-0.4173339203151768,1.2067898012626888,-1.356359054590851,2.0822446015063596,-1.0085566022082784,-0.4765182512501117,-1.8692593633674182,1
0.7016272261601751,-0.6223535071647976,-1.338524888422653,-0.1377451940357643,0.003834843661728931,-1.674050239410294,-0.4145886642896672,-0.8335186806615812,1.4170334827109425,-0.5558389705334426,0
0.6969681003053004,-0.950569086753267,0.1310684055278995,-0.11718683751567721,-1.6443287864469345,-0.2743617909180083,-0.3577931570154749,-0.20731983255623795,1.2633425943734677,-0.7804300870113429,0
-0.4344921546196272,-0.46623471537511707,1.3393480707490424,-0.02255428458389152,1.49179260980656,-0.14201350905229818,0.817883725451293,-0.5991064792709541,0.8547842063247202,-0.9360384702705885,1
-0.6489127197296883,-1.840818118223486,-0.30483530809109993,0.8679250126333542,0.624435611461839,0.8112239483594959,-0.4810225543209536,1.1761132550243947,-2.024591462848328,1.5453178047981238,0
-0.05094082162834333,-0.09502464472165838,-0.06564946181216602,-0.7247353908693249,0.8910894032014923,0.7052836605516588,1.3477028679934522,-0.19970742490553223,-0.8989365357438768,-0.566040985623984,1
-0.8432717353955863,-0.008603956099574216,-1.4546771754234689,-1.811378704567035,-1.3562274941381152,0.6119428574080035,2.192476636176415,0.06212748919662993,-1.442296709615043,-0.813753468761958,0
-1.4217536923478542,0.8561903731974742,0.3145992546822677,-0.08067813407960284,-0.9867712304737831,0.17968695649722433,1.397487457141589,0.8384537377531907,1.7573394581385213,0.9112596075880539,1
0.1141702928292872,-0.09128653964804957,-0.28662142868351165,-0.018429926757971938,0.6859605316934163,-0.431509914279496,-0.1962099466298533,1.4136967102644267,-2.200793026084741,-1.9150347193258817,1
-0.22534497578730942,2.190324044562709,1.2568760985966214,-1.2571385318986275,-1.0969937790787663,-1.282900015324685,2.2908717365856672,-0.667124714382706,-0.15944213237011406,-0.6197204681723303,0
2.1815565794361342,-0.7855337064711009,-0.3232380508904137,-0.4635403917445212,1.3204073303510178,-2.2417227944575315,-0.7174129819218109,-1.3855258499386125,-0.20409134354345132,0.9478066289873895,1
-0.02341966834117368,1.6320516338076754,-0.7302824222676386,-0.6662837345245752,-0.5484891847876749,1.6196032560977929,0.9389470807454798,-0.3728387307976027,-0.5035869235230036,0.2797267581516486,0
-0.12773210391346201,1.6406436344558053,-2.2540799249768924,2.4473103316171096,0.03604837226532201,0.18981306028199382,-0.16156830287458032,-2.006297270020092,-1.453207459679663,-0.4932780454184988,1
0.23665485657820345,-0.9339011651824178,0.05610362061777883,-1.6502743697980538,-1.7055775072363446,0.06669904111020943,0.23257232406949632,0.5471356653435709,-0.4750106546194581,0.231687179390135,0
0.368653284620594,1.691910912175403,-2.053312918577658,0.32168263319393675,-0.7077545864316708,-0.1344242217793655,-0.60887257057307,-1.7973316116042741,1.7135883866443686,-1.328779097874408,0
