feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,label
0.09191844403709432,2.372719555240442,-0.30118136965981673,-0.13845247700796903,-1.1322605627296685,-1.5303898417339796,0.3800445313453985,-0.9866508213634049,0.2306008013136787,-1.1170338777739799,0
-0.692795102580599,0.4312271004024379,1.033466737897183,0.20344874715307687,-0.4152749755171578,-2.1959991604767186,0.020706023108924665,-0.13912829215125205,-1.0442110619516385,-0.7398406036817299,0
-0.854772578993718,-1.3079427091147653,-1.6943238824686053,-0.4729072016584484,1.1886713752622795,-0.8023149480457833,2.0249911705823256,-2.2498881723671165,0.3495937951385936,2.534800532024216,1
0.5903157132772748,0.3064741443842302,0.9273467385012503,-0.17057500945541657,0.14229317757397114,-0.2761729830124391,1.4004484261456875,-0.11237297132605112,-0.8770939943531896,0.6557050665421462,1
-1.192333091548745,-2.5412819215847255,2.3497892906845097,0.49279383907361735,0.6122305655280013,-0.05317386018867425,-0.9436225374028789,1.4900650004895188,0.8353821629877108,-2.025712257750543,1
1.3433024981997241,1.2209048503911153,1.223579835884113,-0.5386241102071695,-1.0358965836303005,-0.7141231917627536,-1.5322002547245808,-0.45476575593292834,-1.3137828371114326,-0.6169862490444263,1
0.6200062069331939,0.3735982420923561,0.021501216318729487,0.28951233378690333,-0.3232483477124844,-0.6853909963388476,0.4239980706225172,-2.0497829625340693,0.7286474203294621,-0.19849422218285526,1
2.0926032719725707,0.6241406487432873,-0.4698505459688873,0.7260987602661558,-0.35579218854191563,2.727318442424065,-0.6916655910959968,-0.7954964620810964,-1.432371956411863,0.8875092813360025,0
1.1511155034245477,-0.33634203447575667,0.038744655766129364,-0.779280761793929,-0.5889638322834504,-2.3012830116751033,0.09112895523222549,1.494769936547297,0.83197585415421,1.0219683193085687,0
-0.8706173203076282,-0.05034681950123595,0.8324536154602566,-0.06946780696174291,0.43418449273844917,-0.527770637514645,0.41983819272663475,-0.1879999553858965,1.7101985262574686,-0.22842625300358882,0
0.24764347927057034,0.48433020581218633,-0.015636500210585325,0.41052011860189974,-0.454446045854454,0.13267742241360375,0.6983223599533074,-1.4923160331726553,-0.11545192301207112,-0.2168057294316339,0
-0.320448763096878,-0.48226428827230544,0.5216890880172462,1.318831770334473,-1.9021733316919105,-0.5366523818841413,1.00569715383519,-0.04165512352459981,-0.22686277384622433,-1.0817976298883718,0
-0.19775002281356166,0.11304422080926389,0.8137357706209795,-0.2493851672632814,-1.7577263158164287,-0.9362791250954404,-0.16881350959546293,1.121485554164978,-1.6199714760163428,-1.609518692750108,0
0.029976417646329682,-0.4328374415001378,-0.49936066988960814,-1.140915426449177,-0.7951659318068489,-0.3527243530774387,0.6840534237125544,-0.41533601897625877,0.25361753564760176,2.688780640715391,1
0.34133715636645257,-0.7645443088042945,-0.2633032319799252,-0.07763884383113993,1.744992422981978,1.7852756175361162,0.07145260336045163,-0.43136054104934457,1.160654557136347,1.1940303121294282,0
-0.425539408053925,-0.7071824292309623,-1.0588784612518574,0.6236586096892186,0.381766337569137,0.7591595545724499,-1.1078964788606878,-1.1607401581033292,-0.5198292578718043,-0.508663688536429,0
0.21388600760787144,0.4139221773621603,-0.5835945883991961,-1.7807812639821508,-0.6401487358862867,1.2406719756304418,0.7374281841003566,1.1867395071751234,1.7958802785388661,1.0045164800214361,0
